From	To	Species	Gene Name
18028	ENSMUSG00000008575	Mus musculus	nuclear factor I/B(Nfib)
18025	ENSMUSG00000029832	Mus musculus	nuclear factor, erythroid derived 2, like 3(Nfe2l3)
268859	ENSMUSG00000008658	Mus musculus	RNA binding protein, fox-1 homolog (C. elegans) 1(Rbfox1)
329659	ENSMUSG00000048581	Mus musculus	RIKEN cDNA E130311K13 gene(E130311K13Rik)
18029	ENSMUSG00000055053	Mus musculus	nuclear factor I/C(Nfic)
545389	ENSMUSG00000057335	Mus musculus	centrosomal protein 170(Cep170)
545384	ENSMUSG00000070501	Mus musculus	interferon activated gene 214(Ifi214)
268857	ENSMUSG00000049871	Mus musculus	NLR family, CARD domain containing 3(Nlrc3)
64136	ENSMUSG00000022769	Mus musculus	stromal cell-derived factor 2-like 1(Sdf2l1)
51813	ENSMUSG00000028252	Mus musculus	cyclin C(Ccnc)
329636	ENSMUSG00000102544	Mus musculus	predicted gene 5103(Gm5103)
51811	ENSMUSG00000014542	Mus musculus	C-type lectin domain family 4, member f(Clec4f)
51812	ENSMUSG00000037570	Mus musculus	microspherule protein 1(Mcrs1)
64138	ENSMUSG00000016256	Mus musculus	cathepsin Z(Ctsz)
51810	ENSMUSG00000039630	Mus musculus	heterogeneous nuclear ribonucleoprotein U(Hnrnpu)
414089	ENSMUSG00000055691	Mus musculus	gap junction protein, alpha 6(Gja6)
329628	ENSMUSG00000046743	Mus musculus	FAT atypical cadherin 4(Fat4)
109801	ENSMUSG00000024026	Mus musculus	glyoxalase 1(Glo1)
268822	ENSMUSG00000022550	Mus musculus	aarF domain containing kinase 5(Adck5)
414084	ENSMUSG00000044162	Mus musculus	TNFAIP3 interacting protein 3(Tnip3)
64143	ENSMUSG00000004451	Mus musculus	v-ral simian leukemia viral oncogene B(Ralb)
64144	ENSMUSG00000024212	Mus musculus	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1(Mllt1)
51800	ENSMUSG00000026278	Mus musculus	BCL2-related ovarian killer(Bok)
18005	ENSMUSG00000026622	Mus musculus	NIMA (never in mitosis gene a)-related expressed kinase 2(Nek2)
51801	ENSMUSG00000034353	Mus musculus	receptor (calcitonin) activity modifying protein 1(Ramp1)
378431	ENSMUSG00000039891	Mus musculus	taxilin beta(Txlnb)
18003	ENSMUSG00000021365	Mus musculus	neural precursor cell expressed, developmentally down-regulated gene 9(Nedd9)
378430	ENSMUSG00000051965	Mus musculus	nanos homolog 2 (Drosophila)(Nanos2)
18004	ENSMUSG00000031644	Mus musculus	NIMA (never in mitosis gene a)-related expressed kinase 1(Nek1)
329641	ENSMUSG00000056306	Mus musculus	serine rich and transmembrane domain containing 1(Sertm1)
18002	ENSMUSG00000010376	Mus musculus	neural precursor cell expressed, developmentally down-regulated gene 8(Nedd8)
18000	ENSMUSG00000026276	Mus musculus	septin 2(Sept2)
234214	ENSMUSG00000031626	Mus musculus	sorbin and SH3 domain containing 2(Sorbs2)
414077	ENSMUSG00000059355	Mus musculus	WD repeat domain 83 opposite strand(Wdr83os)
234219	ENSMUSG00000047171	Mus musculus	helt bHLH transcription factor(Helt)
378425	ENSMUSG00000078817	Mus musculus	NLR family, pyrin domain containing 12(Nlrp12)
18008	ENSMUSG00000004891	Mus musculus	nestin(Nes)
329639	ENSMUSG00000102785	Mus musculus	predicted gene 2447(Gm2447)
18007	ENSMUSG00000032340	Mus musculus	neogenin(Neo1)
57330	ENSMUSG00000029714	Mus musculus	GRB10 interacting GYF protein 1(Gigyf1)
238673	ENSMUSG00000044934	Mus musculus	zinc finger protein 367(Zfp367)
380654	ENSMUSG00000020014	Mus musculus	cilia and flagella associated protein 54(Cfap54)
329693	ENSMUSG00000048031	Mus musculus	Fc receptor-like 5(Fcrl5)
57339	ENSMUSG00000042686	Mus musculus	junctophilin 1(Jph1)
268807	ENSMUSG00000022357	Mus musculus	kelch-like 38(Klhl38)
380660	ENSMUSG00000035948	Mus musculus	acyl-CoA synthetase short-chain family member 3(Acss3)
238680	ENSMUSG00000033063	Mus musculus	contactin associated protein-like 3(Cntnap3)
51869	ENSMUSG00000036202	Mus musculus	replication timing regulatory factor 1(Rif1)
57320	ENSMUSG00000028964	Mus musculus	Parkinson disease (autosomal recessive, early onset) 7(Park7)
238683	ENSMUSG00000074849	Mus musculus	spermatogenesis associated 31 subfamily D, member 1C(Spata31d1c)
271278	ENSMUSG00000044361	Mus musculus	cDNA sequence BC024139(BC024139)
380669	ENSMUSG00000063804	Mus musculus	lin-28 homolog B (C. elegans)(Lin28b)
380664	ENSMUSG00000048661	Mus musculus	LEM domain containing 3(Lemd3)
236537	ENSMUSG00000070902	Mus musculus	zinc finger protein 352(Zfp352)
236539	ENSMUSG00000053398	Mus musculus	3-phosphoglycerate dehydrogenase(Phgdh)
57321	ENSMUSG00000033430	Mus musculus	telomeric repeat binding factor 2, interacting protein(Terf2ip)
268816	ENSMUSG00000072487	Mus musculus	maestro heat-like repeat family member 5(Mroh5)
57329	ENSMUSG00000027416	Mus musculus	otoraplin(Otor)
329679	ENSMUSG00000061175	Mus musculus	folliculin interacting protein 2(Fnip2)
238690	ENSMUSG00000055480	Mus musculus	zinc finger protein 458(Zfp458)
238692	ENSMUSG00000069206	Mus musculus	zinc finger protein 874a(Zfp874a)
57312	ENSMUSG00000031533	Mus musculus	mitochondrial ribosomal protein S31(Mrps31)
57315	ENSMUSG00000024312	Mus musculus	WD repeat domain 46(Wdr46)
57314	ENSMUSG00000016253	Mus musculus	negative elongation factor complex member C/D, Th1l(Nelfcd)
57317	ENSMUSG00000028911	Mus musculus	serine/arginine-rich splicing factor 4(Srsf4)
57316	ENSMUSG00000000581	Mus musculus	C1D nuclear receptor co-repressor(C1d)
57319	ENSMUSG00000019872	Mus musculus	sphingomyelin phosphodiesterase, acid-like 3A(Smpdl3a)
380683	ENSMUSG00000054986	Mus musculus	SEC14-like lipid binding 3(Sec14l3)
380684	ENSMUSG00000020396	Mus musculus	neurofilament, heavy polypeptide(Nefh)
64103	ENSMUSG00000031250	Mus musculus	tenomodulin(Tnmd)
380686	ENSMUSG00000044629	Mus musculus	cannabinoid receptor interacting protein 1(Cnrip1)
108100	ENSMUSG00000025372	Mus musculus	brain-specific angiogenesis inhibitor 1-associated protein 2(Baiap2)
108101	ENSMUSG00000024965	Mus musculus	fermitin family member 3(Fermt3)
57349	ENSMUSG00000029372	Mus musculus	pro-platelet basic protein(Ppbp)
27681	ENSMUSG00000006058	Mus musculus	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)(Snf8)
108105	ENSMUSG00000022686	Mus musculus	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5(B3gnt5)
57344	ENSMUSG00000003559	Mus musculus	arsenic (+3 oxidation state) methyltransferase(As3mt)
15212	ENSMUSG00000021665	Mus musculus	hexosaminidase B(Hexb)
15211	ENSMUSG00000025232	Mus musculus	hexosaminidase A(Hexa)
232157	ENSMUSG00000043131	Mus musculus	MOB kinase activator 1A(Mob1a)
232156	ENSMUSG00000068323	Mus musculus	solute carrier family 4, sodium bicarbonate cotransporter, member 5(Slc4a5)
20182	ENSMUSG00000039656	Mus musculus	retinoid X receptor beta(Rxrb)
20181	ENSMUSG00000015846	Mus musculus	retinoid X receptor alpha(Rxra)
245424	ENSMUSG00000036357	Mus musculus	G protein-coupled receptor 101(Gpr101)
20184	ENSMUSG00000025878	Mus musculus	ubiquitin interaction motif containing 1(Uimc1)
245423	ENSMUSG00000079584	Mus musculus	predicted gene 364(Gm364)
20183	ENSMUSG00000015843	Mus musculus	retinoid X receptor gamma(Rxrg)
20185	ENSMUSG00000018501	Mus musculus	nuclear receptor co-repressor 1(Ncor1)
20186	ENSMUSG00000047638	Mus musculus	nuclear receptor subfamily 1, group H, member 4(Nr1h4)
20187	ENSMUSG00000032547	Mus musculus	receptor-like tyrosine kinase(Ryk)
232164	ENSMUSG00000045896	Mus musculus	poly(A) binding protein interacting protein 2B(Paip2b)
57340	ENSMUSG00000025318	Mus musculus	junctophilin 3(Jph3)
103012	ENSMUSG00000085396	Mus musculus	functional intergenic repeating RNA element(Firre)
15213	ENSMUSG00000040289	Mus musculus	hairy/enhancer-of-split related with YRPW motif 1(Hey1)
15214	ENSMUSG00000019789	Mus musculus	hairy/enhancer-of-split related with YRPW motif 2(Hey2)
57342	ENSMUSG00000030770	Mus musculus	parvin, alpha(Parva)
238662	ENSMUSG00000091311	Mus musculus	spermatogenesis associated 31 subfamily D, member 1B(Spata31d1b)
15216	ENSMUSG00000006611	Mus musculus	hemochromatosis(Hfe)
238663	ENSMUSG00000043986	Mus musculus	spermatogenesis associated 31 subfamily D, member 1D(Spata31d1d)
15218	ENSMUSG00000002057	Mus musculus	forkhead box N1(Foxn1)
108112	ENSMUSG00000090264	Mus musculus	eukaryotic translation initiation factor 4E binding protein 3(Eif4ebp3)
57357	ENSMUSG00000029233	Mus musculus	steroid 5 alpha-reductase 3(Srd5a3)
15200	ENSMUSG00000024486	Mus musculus	heparin-binding EGF-like growth factor(Hbegf)
108115	ENSMUSG00000038963	Mus musculus	solute carrier organic anion transporter family, member 4a1(Slco4a1)
57354	ENSMUSG00000038002	Mus musculus	Crm, cramped-like (Drosophila)(Cramp1l)
108116	ENSMUSG00000025790	Mus musculus	solute carrier organic anion transporter family, member 3a1(Slco3a1)
232146	ENSMUSG00000035104	Mus musculus	eva-1 homolog A (C. elegans)(Eva1a)
20170	ENSMUSG00000074811	Mus musculus	Hermansky-Pudlak syndrome 6(Hps6)
20174	ENSMUSG00000003868	Mus musculus	RuvB-like protein 2(Ruvbl2)
258085	ENSMUSG00000075165	Mus musculus	olfactory receptor 1105(Olfr1105)
15204	ENSMUSG00000030451	Mus musculus	HECT and RLD domain containing E3 ubiquitin protein ligase 2(Herc2)
109637	ENSMUSG00000006313	Mus musculus	uroplakin 1A(Upk1a)
15205	ENSMUSG00000022528	Mus musculus	hairy and enhancer of split 1 (Drosophila)(Hes1)
15202	ENSMUSG00000068600	Mus musculus	glycosylphosphatidylinositol anchored molecule like 2(Gml2)
15203	ENSMUSG00000031209	Mus musculus	hephaestin(Heph)
15208	ENSMUSG00000048001	Mus musculus	hairy and enhancer of split 5 (Drosophila)(Hes5)
15209	ENSMUSG00000040726	Mus musculus	homeobox gene expressed in ES cells(Hesx1)
15206	ENSMUSG00000028940	Mus musculus	hairy and enhancer of split 2 (Drosophila)(Hes2)
15207	ENSMUSG00000028946	Mus musculus	hairy and enhancer of split 3 (Drosophila)(Hes3)
27660	ENSMUSG00000033029	Mus musculus	RIKEN cDNA 1700088E04 gene(1700088E04Rik)
15234	ENSMUSG00000028864	Mus musculus	hepatocyte growth factor(Hgf)
15233	ENSMUSG00000022821	Mus musculus	homogentisate 1, 2-dioxygenase(Hgd)
170571	ENSMUSG00000031772	Mus musculus	contactin associated protein-like 4(Cntnap4)
170574	ENSMUSG00000060284	Mus musculus	Sp7 transcription factor 7(Sp7)
245404	ENSMUSG00000045284	Mus musculus	DDB1 and CUL4 associated factor 12-like 1(Dcaf12l1)
245403	ENSMUSG00000050926	Mus musculus	DDB1 and CUL4 associated factor 12-like 2(Dcaf12l2)
258098	ENSMUSG00000061387	Mus musculus	olfactory receptor 1490(Olfr1490)
20167	ENSMUSG00000030401	Mus musculus	reticulon 2 (Z-band associated protein)(Rtn2)
20168	ENSMUSG00000024758	Mus musculus	reticulon 3(Rtn3)
258096	ENSMUSG00000051611	Mus musculus	olfactory receptor 112(Olfr112)
258097	ENSMUSG00000054526	Mus musculus	olfactory receptor 1500(Olfr1500)
20163	ENSMUSG00000026727	Mus musculus	Ras suppressor protein 1(Rsu1)
20166	ENSMUSG00000034930	Mus musculus	rhotekin(Rtkn)
15239	ENSMUSG00000025793	Mus musculus	HGF-regulated tyrosine kinase substrate(Hgs)
15235	ENSMUSG00000032591	Mus musculus	macrophage stimulating 1 (hepatocyte growth factor-like)(Mst1)
15223	ENSMUSG00000034227	Mus musculus	forkhead box J1(Foxj1)
57376	ENSMUSG00000037935	Mus musculus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1(Smarce1)
15221	ENSMUSG00000067261	Mus musculus	forkhead box D3(Foxd3)
57377	ENSMUSG00000030036	Mus musculus	mannosyl-oligosaccharide glucosidase(Mogs)
15220	ENSMUSG00000038415	Mus musculus	forkhead box Q1(Foxq1)
109624	ENSMUSG00000029761	Mus musculus	caldesmon 1(Cald1)
547431	ENSMUSG00000024340	Mus musculus	butyrophilin-like 2(Btnl2)
109620	ENSMUSG00000054889	Mus musculus	desmoplakin(Dsp)
57370	ENSMUSG00000052423	Mus musculus	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3(B4galt3)
15228	ENSMUSG00000020950	Mus musculus	forkhead box G1(Foxg1)
15229	ENSMUSG00000078302	Mus musculus	forkhead box D1(Foxd1)
15227	ENSMUSG00000042812	Mus musculus	forkhead box F1(Foxf1)
57373	ENSMUSG00000031023	Mus musculus	A kinase (PRKA) interacting protein 1(Akip1)
245469	ENSMUSG00000002006	Mus musculus	PDZ domain containing 4(Pdzd4)
108143	ENSMUSG00000052293	Mus musculus	TATA-box binding protein associated factor 9(Taf9)
245468	ENSMUSG00000046287	Mus musculus	paraneoplastic antigen MA3(Pnma3)
268996	ENSMUSG00000037013	Mus musculus	synovial sarcoma translocation, Chromosome 18(Ss18)
108147	ENSMUSG00000026192	Mus musculus	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase(Atic)
15251	ENSMUSG00000021109	Mus musculus	hypoxia inducible factor 1, alpha subunit(Hif1a)
108148	ENSMUSG00000092329	Mus musculus	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2(Galnt2)
108148	ENSMUSG00000089704	Mus musculus	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2(Galnt2)
15254	ENSMUSG00000020267	Mus musculus	histidine triad nucleotide binding protein 1(Hint1)
15258	ENSMUSG00000061436	Mus musculus	homeodomain interacting protein kinase 2(Hipk2)
15257	ENSMUSG00000008730	Mus musculus	homeodomain interacting protein kinase 1(Hipk1)
57385	ENSMUSG00000044359	Mus musculus	pyrimidinergic receptor P2Y, G-protein coupled, 4(P2ry4)
21678	ENSMUSG00000002249	Mus musculus	TEA domain family member 3(Tead3)
21679	ENSMUSG00000030353	Mus musculus	TEA domain family member 4(Tead4)
15259	ENSMUSG00000027177	Mus musculus	homeodomain interacting protein kinase 3(Hipk3)
622402	ENSMUSG00000021211	Mus musculus	aldo-keto reductase family 1, member C12(Akr1c12)
21672	ENSMUSG00000005161	Mus musculus	peroxiredoxin 2(Prdx2)
21673	ENSMUSG00000025014	Mus musculus	deoxynucleotidyltransferase, terminal(Dntt)
245474	ENSMUSG00000031403	Mus musculus	dyskeratosis congenita 1, dyskerin(Dkc1)
21676	ENSMUSG00000055320	Mus musculus	TEA domain family member 1(Tead1)
21677	ENSMUSG00000030796	Mus musculus	TEA domain family member 2(Tead2)
21674	ENSMUSG00000069036	Mus musculus	sex determining region of Chr Y(Sry)
20148	ENSMUSG00000066026	Mus musculus	dehydrogenase/reductase (SDR family) member 3(Dhrs3)
20147	ENSMUSG00000031293	Mus musculus	retinoschisis (X-linked, juvenile) 1 (human)(Rs1)
108150	ENSMUSG00000031608	Mus musculus	UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7(Galnt7)
108154	ENSMUSG00000046169	Mus musculus	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6(Adamts6)
108153	ENSMUSG00000032363	Mus musculus	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7(Adamts7)
258039	ENSMUSG00000050030	Mus musculus	olfactory receptor 728(Olfr728)
108151	ENSMUSG00000040254	Mus musculus	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D(Sema3d)
108156	ENSMUSG00000021048	Mus musculus	methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase(Mthfd1)
108155	ENSMUSG00000034160	Mus musculus	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)(Ogt)
15245	ENSMUSG00000064325	Mus musculus	Hedgehog-interacting protein(Hhip)
15242	ENSMUSG00000024986	Mus musculus	hematopoietically expressed homeobox(Hhex)
108159	ENSMUSG00000052906	Mus musculus	UBX domain protein 8(Ubxn8)
21667	ENSMUSG00000032494	Mus musculus	teratocarcinoma-derived growth factor 1(Tdgf1)
271221	ENSMUSG00000034959	Mus musculus	RUN and cysteine rich domain containing beclin 1 interacting protein like(Rubcnl)
15248	ENSMUSG00000043099	Mus musculus	hypermethylated in cancer 1(Hic1)
57394	ENSMUSG00000015401	Mus musculus	transmembrane protein 27(Tmem27)
15247	ENSMUSG00000089911	Mus musculus	major facilitator superfamily domain containing 14A(Mfsd14a)
57390	ENSMUSG00000024409	Mus musculus	psoriasis susceptibility 1 candidate 2 (human)(Psors1c2)
20133	ENSMUSG00000030978	Mus musculus	ribonucleotide reductase M1(Rrm1)
20132	ENSMUSG00000028012	Mus musculus	retinal pigment epithelium derived rhodopsin homolog(Rrh)
20130	ENSMUSG00000038387	Mus musculus	related RAS viral (r-ras) oncogene(Rras)
21664	ENSMUSG00000020205	Mus musculus	pleckstrin homology like domain, family A, member 1(Phlda1)
21665	ENSMUSG00000034674	Mus musculus	thymine DNA glycosylase(Tdg)
20135	ENSMUSG00000020649	Mus musculus	ribonucleotide reductase M2(Rrm2)
108121	ENSMUSG00000061613	Mus musculus	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1(U2af1)
245446	ENSMUSG00000046699	Mus musculus	SLIT and NTRK-like family, member 4(Slitrk4)
15270	ENSMUSG00000049932	Mus musculus	H2A histone family, member X(H2afx)
15275	ENSMUSG00000037012	Mus musculus	hexokinase 1(Hk1)
15277	ENSMUSG00000000628	Mus musculus	hexokinase 2(Hk2)
108123	ENSMUSG00000024581	Mus musculus	N-ethylmaleimide sensitive fusion protein attachment protein gamma(Napg)
15273	ENSMUSG00000015501	Mus musculus	human immunodeficiency virus type I enhancer binding protein 2(Hivep2)
108124	ENSMUSG00000006024	Mus musculus	N-ethylmaleimide sensitive fusion protein attachment protein alpha(Napa)
622434	ENSMUSG00000036885	Mus musculus	Rho guanine nucleotide exchange factor (GEF) 26(Arhgef26)
20128	ENSMUSG00000030921	Mus musculus	tripartite motif-containing 30A(Trim30a)
20129	ENSMUSG00000041984	Mus musculus	repetin(Rptn)
21652	ENSMUSG00000024193	Mus musculus	PHD finger protein 1(Phf1)
245450	ENSMUSG00000036790	Mus musculus	SLIT and NTRK-like family, member 2(Slitrk2)
15267	ENSMUSG00000064220	Mus musculus	histone cluster 2, H2aa1(Hist2h2aa1)
108138	ENSMUSG00000021615	Mus musculus	X-ray repair complementing defective repair in Chinese hamster cells 4(Xrcc4)
15260	ENSMUSG00000022702	Mus musculus	histone cell cycle regulator(Hira)
21645	ENSMUSG00000023949	Mus musculus	t-complex-associated testis expressed 1(Tcte1)
21646	ENSMUSG00000038347	Mus musculus	t-complex-associated testis expressed 2(Tcte2)
21647	ENSMUSG00000079707	Mus musculus	t-complex-associated testis expressed 3(Tcte3)
21648	ENSMUSG00000096255	Mus musculus	dynein light chain Tctex-type 1B(Dynlt1b)
20116	ENSMUSG00000047675	Mus musculus	ribosomal protein S8(Rps8)
20115	ENSMUSG00000061477	Mus musculus	ribosomal protein S7(Rps7)
20112	ENSMUSG00000023809	Mus musculus	ribosomal protein S6 kinase, polypeptide 2(Rps6ka2)
20111	ENSMUSG00000003644	Mus musculus	ribosomal protein S6 kinase polypeptide 1(Rps6ka1)
271209	ENSMUSG00000046049	Mus musculus	retinitis pigmentosa 1 homolog like 1(Rp1l1)
19414	ENSMUSG00000031453	Mus musculus	RAS p21 protein activator 3(Rasa3)
19411	ENSMUSG00000001288	Mus musculus	retinoic acid receptor, gamma(Rarg)
20103	ENSMUSG00000012848	Mus musculus	ribosomal protein S5(Rps5)
20104	ENSMUSG00000028495	Mus musculus	ribosomal protein S6(Rps6)
20102	ENSMUSG00000031320	Mus musculus	ribosomal protein S4, X-linked(Rps4x)
56294	ENSMUSG00000032290	Mus musculus	protein tyrosine phosphatase, non-receptor type 9(Ptpn9)
56295	ENSMUSG00000038412	Mus musculus	HIG1 domain family, member 1A(Higd1a)
56296	ENSMUSG00000028610	Mus musculus	DMRT-like family B with proline-rich C-terminal, 1(Dmrtb1)
16348	ENSMUSG00000028344	Mus musculus	inversin(Invs)
56297	ENSMUSG00000022722	Mus musculus	ADP-ribosylation factor-like 6(Arl6)
54713	ENSMUSG00000021743	Mus musculus	Fez family zinc finger 2(Fezf2)
54712	ENSMUSG00000074785	Mus musculus	plexin C1(Plxnc1)
56292	ENSMUSG00000031388	Mus musculus	N(alpha)-acetyltransferase 10, NatA catalytic subunit(Naa10)
56293	ENSMUSG00000018776	Mus musculus	solute carrier family 35, member G3(Slc35g3)
16341	ENSMUSG00000022336	Mus musculus	eukaryotic translation initiation factor 3, subunit E(Eif3e)
56299	ENSMUSG00000033739	Mus musculus	FK506 binding protein-like(Fkbpl)
56298	ENSMUSG00000059811	Mus musculus	atlastin GTPase 2(Atl2)
54709	ENSMUSG00000028798	Mus musculus	eukaryotic translation initiation factor 3, subunit I(Eif3i)
19419	ENSMUSG00000027347	Mus musculus	RAS guanyl releasing protein 1(Rasgrp1)
19417	ENSMUSG00000032356	Mus musculus	RAS protein-specific guanine nucleotide-releasing factor 1(Rasgrf1)
19418	ENSMUSG00000021708	Mus musculus	RAS protein-specific guanine nucleotide-releasing factor 2(Rasgrf2)
19415	ENSMUSG00000029602	Mus musculus	RAS protein activator like 1 (GAP1 like)(Rasal1)
19416	ENSMUSG00000049892	Mus musculus	RAS, dexamethasone-induced 1(Rasd1)
19401	ENSMUSG00000037992	Mus musculus	retinoic acid receptor, alpha(Rara)
19400	ENSMUSG00000002104	Mus musculus	receptor-associated protein of the synapse(Rapsn)
